Player Link,Weight in kg,Height in cm,Birth Date,Experience,Player Name
https://www.basketball-reference.com/players/d/divindo01.html,92,193,1997-01-31,3 years,Donte DiVincenzo
https://www.basketball-reference.com/players/d/doncilu01.html,104,201,1999-02-28,3 years,Luka Dončić
https://www.basketball-reference.com/players/d/duvaltr01.html,85,188,1998-08-03,1 year,Trevon Duval
https://www.basketball-reference.com/players/e/edwarvi01.html,102,203,1996-04-05,1 year,Vince Edwards
https://www.basketball-reference.com/players/e/eubandr01.html,111,206,1997-02-01,3 years,Drew Eubanks
https://www.basketball-reference.com/players/e/evansja02.html,95,193,1997-06-18,2 years,Jacob Evans
https://www.basketball-reference.com/players/f/frazime01.html,97,196,1996-08-30,2 years,Melvin Frazier
https://www.basketball-reference.com/players/f/fredeji01.html,88,188,1989-02-25,6 years,Jimmer Fredette
https://www.basketball-reference.com/players/g/garrebi01.html,96,198,1994-10-16,1 year,Billy Garrett
https://www.basketball-reference.com/players/g/gilesha01.html,108,211,1998-04-22,3 years,Harry Giles
https://www.basketball-reference.com/players/g/gilgesh01.html,81,198,1998-07-12,3 years,Shai Gilgeous-Alexander
https://www.basketball-reference.com/players/g/goodwbr01.html,81,183,1995-10-02,3 years,Brandon Goodwin
https://www.basketball-reference.com/players/g/grahade01.html,88,185,1995-02-22,3 years,Devonte' Graham
https://www.basketball-reference.com/players/g/grantdo01.html,97,203,1995-03-19,1 year,Donte Grantham
https://www.basketball-reference.com/players/h/hannadu01.html,95,190,1993-09-02,2 years,Dusty Hannahs
https://www.basketball-reference.com/players/h/harteis01.html,113,213,1998-05-05,3 years,Isaiah Hartenstein
https://www.basketball-reference.com/players/h/highsha01.html,99,201,1996-12-09,1 year,Haywood Highsmith
https://www.basketball-reference.com/players/h/holidaa01.html,83,183,1996-09-30,3 years,Aaron Holiday
https://www.basketball-reference.com/players/h/huertke01.html,86,201,1998-08-27,3 years,Kevin Huerter
https://www.basketball-reference.com/players/h/humphis01.html,115,213,1998-01-05,1 year,Isaac Humphries
https://www.basketball-reference.com/players/h/hutchch01.html,95,198,1996-04-26,3 years,Chandler Hutchison
https://www.basketball-reference.com/players/j/jacksfr01.html,92,190,1998-05-04,3 years,Frank Jackson
https://www.basketball-reference.com/players/j/jacksja02.html,109,211,1999-09-15,3 years,Jaren Jackson Jr.
https://www.basketball-reference.com/players/j/jeffeam01.html,100,206,1993-05-07,2 years,Amile Jefferson
https://www.basketball-reference.com/players/j/jenkijo01.html,97,193,1991-03-06,6 years,John Jenkins
https://www.basketball-reference.com/players/j/johnsal02.html,96,201,1996-04-22,3 years,Alize Johnson
https://www.basketball-reference.com/players/j/johnsbj01.html,90,201,1995-12-21,2 years,B.J. Johnson
https://www.basketball-reference.com/players/j/jonesje01.html,78,196,1995-04-09,1 year,Jemerrio Jones
https://www.basketball-reference.com/players/j/joneste01.html,114,206,1992-01-09,6 years,Terrence Jones
https://www.basketball-reference.com/players/k/kingge03.html,102,198,1994-01-15,1 year,George King
https://www.basketball-reference.com/players/k/knighbr03.html,82,188,1991-12-02,8 years,Brandon Knight
https://www.basketball-reference.com/players/k/knoxke01.html,97,201,1999-08-11,3 years,Kevin Knox
https://www.basketball-reference.com/players/k/kurucro01.html,103,206,1998-02-05,3 years,Rodions Kurucs
https://www.basketball-reference.com/players/l/loftoza01.html,81,193,1992-11-18,1 year,Zach Lofton
https://www.basketball-reference.com/players/l/loydjo01.html,95,193,1993-07-27,1 year,Jordan Loyd
https://www.basketball-reference.com/players/l/lucaska01.html,88,185,1989-05-24,2 years,Kalin Lucas
https://www.basketball-reference.com/players/m/machasc01.html,92,185,1990-06-08,2 years,Scott Machado
https://www.basketball-reference.com/players/m/maconda01.html,83,188,1995-11-29,2 years,Daryl Macon
https://www.basketball-reference.com/players/m/macurjp01.html,92,196,1995-06-05,2 years,J.P. Macura
https://www.basketball-reference.com/players/m/matenya01.html,108,203,1996-08-14,1 year,Yante Maten
https://www.basketball-reference.com/players/m/mccalta01.html,88,196,1994-08-17,1 year,Tahjere McCall
https://www.basketball-reference.com/players/m/mcraejo01.html,81,196,1991-03-28,4 years,Jordan McRae
https://www.basketball-reference.com/players/m/meltode01.html,90,188,1998-05-28,3 years,De'Anthony Melton
https://www.basketball-reference.com/players/m/metuch01.html,102,206,1997-03-22,3 years,Chimezie Metu
https://www.basketball-reference.com/players/m/miltosh01.html,92,196,1996-09-26,3 years,Shake Milton
https://www.basketball-reference.com/players/m/motiedo01.html,100,213,1990-09-20,6 years,Donatas Motiejūnas
https://www.basketball-reference.com/players/m/musadz01.html,98,206,1999-05-08,2 years,Džanan Musa
https://www.basketball-reference.com/players/m/mykhasv01.html,92,201,1997-06-10,3 years,Svi Mykhailiuk
https://www.basketball-reference.com/players/n/nunnaja01.html,94,201,1990-07-14,3 years,James Nunnally
https://www.basketball-reference.com/players/o/okoboel01.html,86,190,1997-10-23,2 years,Elie Okobo
https://www.basketball-reference.com/players/o/okogijo01.html,96,193,1998-09-01,3 years,Josh Okogie
https://www.basketball-reference.com/players/p/pinsoth01.html,96,196,1995-11-05,3 years,Theo Pinson
https://www.basketball-reference.com/players/r/randlch01.html,83,188,1993-02-05,4 years,Chasson Randle
https://www.basketball-reference.com/players/r/reynoca01.html,102,201,1995-02-07,2 years,Cameron Reynolds
https://www.basketball-reference.com/players/r/robindu01.html,97,201,1994-04-22,3 years,Duncan Robinson
https://www.basketball-reference.com/players/r/robinje01.html,86,193,1997-02-22,3 years,Jerome Robinson
https://www.basketball-reference.com/players/r/robinmi01.html,108,213,1998-04-01,3 years,Mitchell Robinson
https://www.basketball-reference.com/players/s/sampsbr01.html,83,196,1997-05-01,1 year,Brandon Sampson
https://www.basketball-reference.com/players/s/sextoco01.html,86,185,1999-01-04,3 years,Collin Sexton
https://www.basketball-reference.com/players/s/shamela01.html,86,193,1997-03-13,3 years,Landry Shamet
https://www.basketball-reference.com/players/s/siberjo01.html,84,193,1992-08-01,1 year,Jordan Sibert
https://www.basketball-reference.com/players/s/simonan01.html,82,190,1999-06-08,3 years,Anfernee Simons
https://www.basketball-reference.com/players/s/smithzh01.html,92,190,1999-06-04,2 years,Zhaire Smith
https://www.basketball-reference.com/players/s/spaldra01.html,97,208,1997-03-11,2 years,Ray Spalding
https://www.basketball-reference.com/players/s/spellom01.html,111,203,1997-07-21,2 years,Omari Spellman
https://www.basketball-reference.com/players/s/stephdj01.html,85,196,1990-12-19,2 years,D.J. Stephens
https://www.basketball-reference.com/players/t/terreja01.html,102,190,1995-02-10,1 year,Jared Terrell
https://www.basketball-reference.com/players/t/terryem01.html,99,206,1996-08-21,1 year,Emanuel Terry
https://www.basketball-reference.com/players/t/thomakh01.html,95,190,1996-05-08,3 years,Khyri Thomas
https://www.basketball-reference.com/players/t/trentga02.html,94,196,1999-01-18,3 years,Gary Trent Jr.
https://www.basketball-reference.com/players/t/trieral01.html,90,193,1996-01-17,2 years,Allonzo Trier
https://www.basketball-reference.com/players/v/vandeja01.html,97,206,1999-04-03,3 years,Jarred Vanderbilt
https://www.basketball-reference.com/players/w/wagnemo01.html,111,211,1997-04-26,3 years,Moritz Wagner
https://www.basketball-reference.com/players/w/walkelo01.html,92,193,1998-12-14,3 years,Lonnie Walker IV
https://www.basketball-reference.com/players/w/wanambr01.html,95,190,1989-07-25,3 years,Brad Wanamaker
https://www.basketball-reference.com/players/w/washbju01.html,95,203,1991-12-18,1 year,Julian Washburn
https://www.basketball-reference.com/players/w/watanyu01.html,97,206,1994-10-13,3 years,Yuta Watanabe
https://www.basketball-reference.com/players/w/welshth01.html,115,213,1996-02-03,1 year,Thomas Welsh
https://www.basketball-reference.com/players/w/willijo04.html,103,206,1995-05-22,2 years,Johnathan Williams
https://www.basketball-reference.com/players/w/willike04.html,95,198,1994-12-02,3 years,Kenrich Williams
https://www.basketball-reference.com/players/w/williro04.html,107,203,1997-10-17,3 years,Robert Williams
https://www.basketball-reference.com/players/w/woodch01.html,97,208,1995-09-27,5 years,Christian Wood
https://www.basketball-reference.com/players/y/youngtr01.html,74,185,1998-09-19,3 years,Trae Young
https://www.basketball-reference.com/players/a/alexaky01.html,99,211,1996-10-21,1 year,Kyle Alexander
https://www.basketball-reference.com/players/a/alexani01.html,92,198,1998-09-02,2 years,Nickeil Alexander-Walker
https://www.basketball-reference.com/players/a/antetth01.html,99,198,1992-07-18,3 years,Thanasis Antetokounmpo
https://www.basketball-reference.com/players/b/barrerj01.html,97,198,2000-06-14,2 years,RJ Barrett
https://www.basketball-reference.com/players/b/bazleda01.html,94,203,2000-06-12,2 years,Darius Bazley
https://www.basketball-reference.com/players/b/bitadgo01.html,113,211,1999-07-20,2 years,Goga Bitadze
https://www.basketball-reference.com/players/b/bolbo01.html,99,218,1999-11-16,2 years,Bol Bol
https://www.basketball-reference.com/players/b/boldema01.html,112,208,1998-04-17,2 years,Marques Bolden
https://www.basketball-reference.com/players/b/bonejo01.html,81,188,1997-11-05,2 years,Jordan Bone
https://www.basketball-reference.com/players/b/bowenbr02.html,86,198,1998-10-02,2 years,Brian Bowen
https://www.basketball-reference.com/players/b/bowmaky01.html,84,185,1997-06-16,1 year,Ky Bowman
https://www.basketball-reference.com/players/b/brantja01.html,113,196,1996-06-07,2 years,Jarrell Brantley
https://www.basketball-reference.com/players/b/brazdig01.html,100,198,1999-01-08,2 years,Ignas Brazdeikis
https://www.basketball-reference.com/players/b/brissos01.html,95,201,1998-06-20,2 years,Oshae Brissett
https://www.basketball-reference.com/players/b/brownch02.html,90,198,1997-02-02,2 years,Charlie Brown Jr.
https://www.basketball-reference.com/players/b/brownmo01.html,111,218,1999-10-13,2 years,Moses Brown
https://www.basketball-reference.com/players/c/cacokde01.html,108,201,1996-10-08,2 years,Devontae Cacok
https://www.basketball-reference.com/players/c/cancavl01.html,107,203,1997-04-10,2 years,Vlatko Čančar
https://www.basketball-reference.com/players/c/cheatzy01.html,99,196,1995-11-17,1 year,Zylan Cheatham
https://www.basketball-reference.com/players/c/clarkbr01.html,97,203,1996-09-19,2 years,Brandon Clarke
https://www.basketball-reference.com/players/c/claxtni01.html,97,211,1999-04-17,2 years,Nic Claxton
https://www.basketball-reference.com/players/c/clemoch01.html,81,175,1997-07-23,1 year,Chris Clemons
https://www.basketball-reference.com/players/c/coffeam01.html,95,201,1997-06-17,2 years,Amir Coffey
https://www.basketball-reference.com/players/c/cookty01.html,115,203,1997-09-23,2 years,Tyler Cook
https://www.basketball-reference.com/players/c/culveja01.html,88,198,1999-02-20,2 years,Jarrett Culver
https://www.basketball-reference.com/players/d/daviste02.html,91,193,1997-05-16,2 years,Terence Davis
https://www.basketball-reference.com/players/d/dortlu01.html,97,190,1999-04-19,2 years,Luguentz Dort
https://www.basketball-reference.com/players/d/doumbse01.html,104,203,2000-12-23,2 years,Sekou Doumbouya
https://www.basketball-reference.com/players/e/edwarca01.html,90,180,1998-03-12,2 years,Carsen Edwards
https://www.basketball-reference.com/players/f/fallta01.html,141,229,1995-12-10,2 years,Tacko Fall
https://www.basketball-reference.com/players/f/fernabr01.html,108,206,1998-08-15,2 years,Bruno Fernando
https://www.basketball-reference.com/players/f/frazimi01.html,90,190,1994-03-08,1 year,Michael Frazier
https://www.basketball-reference.com/players/g/gabriwe01.html,92,206,1997-03-26,2 years,Wenyen Gabriel
https://www.basketball-reference.com/players/g/gaffoda01.html,106,208,1998-10-01,2 years,Daniel Gafford
https://www.basketball-reference.com/players/g/garlada01.html,87,185,2000-01-26,2 years,Darius Garland
https://www.basketball-reference.com/players/g/greenja02.html,92,193,1993-07-23,2 years,Javonte Green
https://www.basketball-reference.com/players/g/gudurma01.html,91,198,1995-03-08,1 year,Marko Guduric
https://www.basketball-reference.com/players/g/guyky01.html,75,185,1997-08-11,2 years,Kyle Guy
https://www.basketball-reference.com/players/h/hachiru01.html,104,203,1998-02-08,2 years,Rui Hachimura
https://www.basketball-reference.com/players/h/hallde01.html,97,188,1995-07-07,1 year,Devon Hall
https://www.basketball-reference.com/players/h/halldo01.html,105,206,1997-08-07,2 years,Donta Hall
https://www.basketball-reference.com/players/h/harpeja01.html,79,178,1997-09-14,2 years,Jared Harper
https://www.basketball-reference.com/players/h/hayesja02.html,99,211,2000-05-23,2 years,Jaxson Hayes
https://www.basketball-reference.com/players/h/hernade01.html,106,208,1996-12-09,1 year,Dewan Hernandez
https://www.basketball-reference.com/players/h/herroty01.html,88,196,2000-01-20,2 years,Tyler Herro
https://www.basketball-reference.com/players/h/herveke01.html,104,206,1996-07-09,1 year,Kevin Hervey
https://www.basketball-reference.com/players/h/hoardja01.html,97,203,1999-03-30,2 years,Jaylen Hoard
https://www.basketball-reference.com/players/h/hortota01.html,106,193,2000-11-25,2 years,Talen Horton-Tucker
https://www.basketball-reference.com/players/h/howarwi01.html,93,203,1993-10-25,1 year,William Howard
https://www.basketball-reference.com/players/h/huntede01.html,102,203,1997-12-02,2 years,De'Andre Hunter
https://www.basketball-reference.com/players/j/jamesju01.html,86,201,1997-01-24,2 years,Justin James
https://www.basketball-reference.com/players/j/jeffrda01.html,104,196,1997-08-30,2 years,DaQuan Jeffries
https://www.basketball-reference.com/players/j/jeromty01.html,88,196,1997-07-08,2 years,Ty Jerome
https://www.basketball-reference.com/players/j/johnsca02.html,95,203,1996-03-03,2 years,Cameron Johnson
https://www.basketball-reference.com/players/j/johnske04.html,99,196,1999-10-11,2 years,Keldon Johnson
https://www.basketball-reference.com/players/k/kabenmf01.html,113,206,1997-08-14,2 years,Mfiondu Kabengele
https://www.basketball-reference.com/players/k/kiddst01.html,97,198,1992-03-18,1 year,Stanton Kidd
https://www.basketball-reference.com/players/k/kinglo02.html,92,201,1999-04-06,2 years,Louis King
https://www.basketball-reference.com/players/k/konchjo01.html,95,196,1996-03-22,2 years,John Konchar
https://www.basketball-reference.com/players/l/langfro01.html,97,193,1999-10-25,2 years,Romeo Langford
https://www.basketball-reference.com/players/l/lawvi01.html,90,201,1995-12-19,1 year,Vic Law
https://www.basketball-reference.com/players/l/lecquja01.html,83,193,2000-06-13,2 years,Jalen Lecque
https://www.basketball-reference.com/players/l/littlna01.html,99,196,2000-02-11,2 years,Nassir Little
https://www.basketball-reference.com/players/m/mannte01.html,97,196,1996-10-18,2 years,Terance Mann
https://www.basketball-reference.com/players/m/martica02.html,92,196,1995-09-28,2 years,Caleb Martin
https://www.basketball-reference.com/players/m/martico01.html,92,196,1995-09-28,2 years,Cody Martin
https://www.basketball-reference.com/players/m/martije02.html,83,190,1996-06-19,2 years,Jeremiah Martin
https://www.basketball-reference.com/players/m/martike03.html,104,196,1995-08-03,2 years,Kelan Martin
https://www.basketball-reference.com/players/m/mathega01.html,97,196,1996-10-24,2 years,Garrison Mathews
https://www.basketball-reference.com/players/m/mcdanja01.html,92,206,1998-01-31,2 years,Jalen McDaniels
https://www.basketball-reference.com/players/m/mclaujo01.html,83,180,1996-04-09,2 years,Jordan McLaughlin
https://www.basketball-reference.com/players/m/mellini01.html,107,206,1991-01-26,2 years,Nicolò Melli
https://www.basketball-reference.com/players/m/mikaer01.html,104,208,1995-01-05,1 year,Eric Mika
https://www.basketball-reference.com/players/m/mokokad01.html,86,193,1998-07-18,2 years,Adam Mokoka
https://www.basketball-reference.com/players/m/moonema01.html,90,190,1997-02-07,1 year,Matt Mooney
https://www.basketball-reference.com/players/m/moranja01.html,78,190,1999-08-10,2 years,Ja Morant
https://www.basketball-reference.com/players/m/morgaju01.html,105,201,1997-04-17,2 years,Juwan Morgan
https://www.basketball-reference.com/players/m/muldemy01.html,83,190,1994-06-12,2 years,Mychal Mulder
https://www.basketball-reference.com/players/n/newmama01.html,86,190,1997-02-21,1 year,Malik Newman
https://www.basketball-reference.com/players/n/norveza01.html,93,196,1997-12-09,1 year,Zach Norvell
https://www.basketball-reference.com/players/n/nowelja01.html,91,193,1999-07-09,2 years,Jaylen Nowell
https://www.basketball-reference.com/players/n/nunnke01.html,86,188,1995-08-03,2 years,Kendrick Nunn
https://www.basketball-reference.com/players/o/okpalkz01.html,97,203,1999-04-28,2 years,KZ Okpala
https://www.basketball-reference.com/players/o/onimi01.html,93,196,1997-08-04,2 years,Miye Oni
https://www.basketball-reference.com/players/o/owensta01.html,92,208,1995-06-30,1 year,Tariq Owens
https://www.basketball-reference.com/players/p/pargoje01.html,99,188,1986-03-17,3 years,Jeremy Pargo
https://www.basketball-reference.com/players/p/pascher01.html,115,198,1996-11-04,2 years,Eric Paschall
https://www.basketball-reference.com/players/p/pasecan01.html,103,216,1995-12-20,2 years,Anžejs Pasečņiks
https://www.basketball-reference.com/players/p/pelleno01.html,104,208,1993-02-03,2 years,Norvel Pelle
https://www.basketball-reference.com/players/p/poirivi01.html,106,213,1993-10-17,2 years,Vincent Poirier
https://www.basketball-reference.com/players/p/pondssh01.html,81,183,1998-06-29,1 year,Shamorie Ponds
https://www.basketball-reference.com/players/p/poolejo01.html,87,193,1999-06-19,2 years,Jordan Poole
https://www.basketball-reference.com/players/p/porteke02.html,92,193,2000-05-04,2 years,Kevin Porter Jr.
https://www.basketball-reference.com/players/p/portemi01.html,98,208,1998-06-29,2 years,Michael Porter Jr.
https://www.basketball-reference.com/players/r/reavejo02.html,97,193,1997-06-04,1 year,Josh Reaves
https://www.basketball-reference.com/players/r/reddica01.html,98,203,1999-09-01,2 years,Cam Reddish
https://www.basketball-reference.com/players/r/reidna01.html,119,206,1999-08-26,2 years,Naz Reid
https://www.basketball-reference.com/players/r/robinju01.html,88,185,1997-10-12,2 years,Justin Robinson
https://www.basketball-reference.com/players/r/robyis01.html,104,203,1998-02-03,2 years,Isaiah Roby
https://www.basketball-reference.com/players/s/samanlu01.html,102,208,2000-01-09,2 years,Luka Šamanić
https://www.basketball-reference.com/players/s/schofad01.html,109,196,1997-03-30,1 year,Admiral Schofield
https://www.basketball-reference.com/players/s/shayoma01.html,89,196,1995-07-26,1 year,Marial Shayok
https://www.basketball-reference.com/players/s/silvach01.html,106,203,1996-09-19,2 years,Chris Silva
https://www.basketball-reference.com/players/s/smailal01.html,97,208,2000-08-18,2 years,Alen Smailagić
https://www.basketball-reference.com/players/s/strusma01.html,97,196,1996-03-28,2 years,Max Strus
https://www.basketball-reference.com/players/t/thomama02.html,86,193,1994-08-04,2 years,Matt Thomas
https://www.basketball-reference.com/players/t/thybuma01.html,91,196,1997-03-04,2 years,Matisse Thybulle
https://www.basketball-reference.com/players/t/toscaju01.html,94,198,1993-04-10,2 years,Juan Toscano-Anderson
https://www.basketball-reference.com/players/t/tuckera01.html,94,190,1997-09-24,2 years,Rayjon Tucker
https://www.basketball-reference.com/players/u/uthofja01.html,100,206,1993-05-19,2 years,Jarrod Uthoff
https://www.basketball-reference.com/players/v/vincega01.html,90,190,1996-06-14,2 years,Gabe Vincent
https://www.basketball-reference.com/players/w/wadede01.html,103,206,1996-11-20,2 years,Dean Wade
https://www.basketball-reference.com/players/w/washipj01.html,104,201,1998-08-23,2 years,P.J. Washington
https://www.basketball-reference.com/players/w/watertr01.html,79,178,1998-01-10,2 years,Tremont Waters
https://www.basketball-reference.com/players/w/watsopa01.html,95,198,1994-12-30,2 years,Paul Watson
https://www.basketball-reference.com/players/w/weathqu01.html,92,190,1996-09-10,2 years,Quinndary Weatherspoon
https://www.basketball-reference.com/players/w/whiteco01.html,88,196,2000-02-16,2 years,Coby White
https://www.basketball-reference.com/players/w/willigr01.html,107,198,1998-11-30,2 years,Grant Williams
https://www.basketball-reference.com/players/w/willini01.html,86,188,1994-09-16,1 year,Nigel Williams-Goss
https://www.basketball-reference.com/players/w/willizi01.html,128,198,2000-07-06,2 years,Zion Williamson
https://www.basketball-reference.com/players/w/wrighju02.html,86,183,1997-10-27,1 year,Justin Wright-Foreman
https://www.basketball-reference.com/players/a/achiupr01.html,102,203,1999-09-19,1 year,Precious Achiuwa
https://www.basketball-reference.com/players/a/alexaty01.html,88,190,1998-07-16,1 year,Ty-Shon Alexander
https://www.basketball-reference.com/players/a/anthoco01.html,83,188,2000-05-15,1 year,Cole Anthony
https://www.basketball-reference.com/players/a/avdijde01.html,95,206,2001-01-03,1 year,Deni Avdija
https://www.basketball-reference.com/players/a/azubuud01.html,127,208,1999-09-17,1 year,Udoka Azubuike
https://www.basketball-reference.com/players/b/ballla01.html,81,201,2001-08-22,1 year,LaMelo Ball
https://www.basketball-reference.com/players/b/banede01.html,97,196,1998-06-25,1 year,Desmond Bane
https://www.basketball-reference.com/players/b/beysa01.html,97,201,1999-04-09,1 year,Saddiq Bey
https://www.basketball-reference.com/players/b/beyty01.html,97,201,1998-02-10,1 year,Tyler Bey
https://www.basketball-reference.com/players/b/blevike01.html,90,193,1995-11-24,1 year,Keljin Blevins
https://www.basketball-reference.com/players/b/brimaam01.html,104,208,1994-02-11,1 year,Amida Brimah
https://www.basketball-reference.com/players/b/brookar01.html,88,190,1998-06-05,1 year,Armoni Brooks
https://www.basketball-reference.com/players/b/bryanel01.html,95,196,1995-04-19,1 year,Elijah Bryant
https://www.basketball-reference.com/players/c/campafa01.html,88,178,1991-03-23,1 year,Facundo Campazzo
https://www.basketball-reference.com/players/c/cannade01.html,83,188,1996-05-21,1 year,Devin Cannady
https://www.basketball-reference.com/players/c/careyve01.html,122,206,2001-02-25,1 year,Vernon Carey Jr.
https://www.basketball-reference.com/players/d/darlina01.html,90,198,1998-08-30,1 year,Nate Darling
https://www.basketball-reference.com/players/d/deckga01.html,105,203,1995-02-08,1 year,Gabriel Deck
https://www.basketball-reference.com/players/d/diakima01.html,103,206,1997-01-21,1 year,Mamadi Diakite
https://www.basketball-reference.com/players/d/dotsode01.html,83,188,1999-08-02,1 year,Devon Dotson
https://www.basketball-reference.com/players/e/edwaran01.html,102,193,2001-08-05,1 year,Anthony Edwards
https://www.basketball-reference.com/players/e/ellebcj01.html,90,198,2000-06-16,1 year,CJ Elleby
https://www.basketball-reference.com/players/f/fittsma01.html,104,203,1997-07-04,1 year,Malik Fitts
https://www.basketball-reference.com/players/f/flynnma01.html,79,185,1998-05-10,1 year,Malachi Flynn
https://www.basketball-reference.com/players/f/forretr01.html,95,193,1998-06-12,1 year,Trent Forrest
https://www.basketball-reference.com/players/f/frankro01.html,102,201,1996-12-18,1 year,Robert Franks
https://www.basketball-reference.com/players/g/gillan01.html,104,201,1992-10-17,1 year,Anthony Gill
https://www.basketball-reference.com/players/g/gillefr01.html,111,206,1997-06-14,1 year,Freddie Gillespie
https://www.basketball-reference.com/players/g/greenjo02.html,90,196,2000-11-16,1 year,Josh Green
https://www.basketball-reference.com/players/h/haganas01.html,86,190,1999-07-08,1 year,Ashton Hagans
https://www.basketball-reference.com/players/h/halibty01.html,83,196,2000-02-29,1 year,Tyrese Haliburton
https://www.basketball-reference.com/players/h/halljo01.html,86,206,2000-10-08,1 year,Josh Hall
https://www.basketball-reference.com/players/h/hamptrj01.html,79,193,2001-02-07,1 year,R.J. Hampton
https://www.basketball-reference.com/players/h/harrija01.html,88,196,1998-08-14,1 year,Jalen Harris
https://www.basketball-reference.com/players/h/hayeski01.html,88,196,2001-07-27,1 year,Killian Hayes
https://www.basketball-reference.com/players/h/hintona01.html,95,196,1999-06-08,1 year,Nate Hinton
https://www.basketball-reference.com/players/h/howarma02.html,79,178,1999-03-03,1 year,Markus Howard
https://www.basketball-reference.com/players/h/hugheel01.html,97,196,1998-03-10,1 year,Elijah Hughes
https://www.basketball-reference.com/players/j/joeis01.html,74,193,1999-07-02,1 year,Isaiah Joe
https://www.basketball-reference.com/players/j/jonesma05.html,90,193,1998-07-21,1 year,Mason Jones
https://www.basketball-reference.com/players/j/jonestr01.html,83,185,2000-01-08,1 year,Tre Jones
https://www.basketball-reference.com/players/k/knighna01.html,114,208,1997-09-20,1 year,Nathan Knight
https://www.basketball-reference.com/players/l/lamban01.html,102,198,1998-01-20,1 year,Anthony Lamb
https://www.basketball-reference.com/players/l/leesa01.html,83,188,1999-06-23,1 year,Saben Lee
https://www.basketball-reference.com/players/l/lewiski01.html,77,185,2001-04-06,1 year,Kira Lewis Jr.
https://www.basketball-reference.com/players/l/louzama01.html,85,196,1999-02-07,1 year,Didi Louzada
https://www.basketball-reference.com/players/m/magnawi01.html,106,208,1998-06-10,1 year,Will Magnay
https://www.basketball-reference.com/players/m/maledth01.html,79,193,2001-06-12,1 year,Théo Maledon
https://www.basketball-reference.com/players/m/maneka01.html,86,190,2000-05-16,1 year,Karim Mané
https://www.basketball-reference.com/players/m/mannini01.html,86,188,2001-03-14,1 year,Nico Mannion
https://www.basketball-reference.com/players/m/marshna01.html,99,201,1998-01-24,1 year,Naji Marshall
https://www.basketball-reference.com/players/m/martike04.html,97,198,2001-01-06,1 year,Kenyon Martin Jr.
https://www.basketball-reference.com/players/m/mathida01.html,90,193,1995-07-11,1 year,Dakota Mathias
https://www.basketball-reference.com/players/m/maxeyty01.html,90,188,2000-11-04,1 year,Tyrese Maxey
https://www.basketball-reference.com/players/m/mayssk01.html,92,193,1997-09-05,1 year,Skylar Mays
https://www.basketball-reference.com/players/m/mcdanja02.html,83,206,2000-09-29,1 year,Jaden McDaniels
https://www.basketball-reference.com/players/m/mcderse01.html,88,198,1996-11-03,1 year,Sean McDermott
https://www.basketball-reference.com/players/m/merrisa01.html,92,193,1996-05-15,1 year,Sam Merrill
https://www.basketball-reference.com/players/n/nesmiaa01.html,97,196,1999-10-16,1 year,Aaron Nesmith
https://www.basketball-reference.com/players/n/nnajize01.html,108,206,2001-01-09,1 year,Zeke Nnaji
https://www.basketball-reference.com/players/n/nworajo01.html,102,203,1998-09-09,1 year,Jordan Nwora
https://www.basketball-reference.com/players/o/okekech01.html,103,198,1998-08-18,1 year,Chuma Okeke
https://www.basketball-reference.com/players/o/okongon01.html,106,203,2000-12-11,1 year,Onyeka Okongwu
https://www.basketball-reference.com/players/o/okorois01.html,102,196,2001-01-26,1 year,Isaac Okoro
https://www.basketball-reference.com/players/o/oliveca01.html,108,203,1996-07-11,1 year,Cameron Oliver
https://www.basketball-reference.com/players/o/oturuda01.html,108,203,1999-09-20,1 year,Daniel Oturu
https://www.basketball-reference.com/players/p/perryre01.html,113,203,2000-03-21,1 year,Reggie Perry
https://www.basketball-reference.com/players/p/pokusal01.html,86,213,2001-12-26,1 year,Aleksej Pokusevski
https://www.basketball-reference.com/players/p/portejo01.html,108,211,1999-11-15,1 year,Jontay Porter
https://www.basketball-reference.com/players/p/pritcpa01.html,88,185,1998-01-28,1 year,Payton Pritchard
https://www.basketball-reference.com/players/q/quickim01.html,86,190,1999-06-17,1 year,Immanuel Quickley
https://www.basketball-reference.com/players/r/ramseja01.html,86,190,2001-06-09,1 year,Jahmi'us Ramsey
https://www.basketball-reference.com/players/r/reedpa01.html,95,206,1999-06-14,1 year,Paul Reed
https://www.basketball-reference.com/players/r/richani01.html,111,213,1997-11-29,1 year,Nick Richards
https://www.basketball-reference.com/players/r/rillegr01.html,86,188,1997-02-08,1 year,Grant Riller
https://www.basketball-reference.com/players/s/scrubja01.html,99,196,2000-09-01,1 year,Jay Scrubb
https://www.basketball-reference.com/players/s/sirvyde01.html,86,203,2000-06-10,1 year,Deividas Sirvydis
https://www.basketball-reference.com/players/s/smithja04.html,97,208,2000-03-16,1 year,Jalen Smith
https://www.basketball-reference.com/players/s/stanlca01.html,86,196,1999-08-18,1 year,Cassius Stanley
https://www.basketball-reference.com/players/s/stevela01.html,104,198,1997-07-09,1 year,Lamar Stevens
https://www.basketball-reference.com/players/s/stewais01.html,113,203,2001-05-22,1 year,Isaiah Stewart
https://www.basketball-reference.com/players/t/tateja01.html,104,193,1995-10-28,1 year,Jae'Sean Tate
https://www.basketball-reference.com/players/t/terryty01.html,72,188,2000-09-28,1 year,Tyrell Terry
https://www.basketball-reference.com/players/t/thomabr01.html,83,196,1997-01-28,1 year,Brodric Thomas
